ID	name	desc	type	icon	tier	skills	buffs	unique	isClose	res	Price	RecyclePrice	size	scale	birthEff	deathEff	ai	mass	pushAtten	layer	Unlock	DrawingRewards	AdventureDiff	AdventureHero
40101			4	40101	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40102			4	40102	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40103			4	40103	0	50000					0	0	0.22				2	1	0.6	0	0		0	
40104			4	40104	0	50000					0	0	0.25				3	1	0.6	0	0		0	
40105			4	40105	0	50000					0	0	0.26				4	1	0.6	0	0		0	
40106			4	40106	0	50000					0	0	0.27				5	1	0.6	0	0		0	
40107			4	40107	0	50000					0	0	0.22				6	1	0.6	0	0		0	
40108			4	40108	0	50000					0	0	0.14				7	1	0.6	0	0		0	
40109			4	40109	0	50000,50026					0	0	0.18				8	1	0.6	0	0		0	
40110			4	40110	0	50000,60012					0	0	0.4				1001	1	0.6	0	0		0	
40111			4	40111	0	50000					0	0	0.4				1002	1	0.6	0	0		0	
40112			4	40112	0	50000					0	0	0.2				9	1	0.6	0	0		0	
40113			4	40113	0	50000					0	0	0.21				10	1	0.6	0	0		0	
40114			4	40114	0	50000					0	0	0.21				1	1	0.6	0	0		0	
40115			4	40115	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40116			4	40116	0	50000,500301					0	0	0.34				11	1	0.6	0	0		0	
40117			4	40117	0	50000					0	0	0.2				12	1	0.6	2	0		0	
40118			4	40118	0	50000					0	0	0.27				13	1	0.6	0	0		0	
40119			4	40119	0	50000					0	0	0.25				14	1	0.6	0	0		0	
40120			4	40120	0	50000					0	0	0.4				1003	1	0.6	0	0		0	
40121			4	40121	0	50000					0	0	0.4				1004	1	0.6	0	0		0	
40122			4	40122	0	50000					0	0	0.4				100501	1	0.6	0	0		0	
40123			4	40123	0	50000,500311					0	0	0.18				8	1	0.6	0	0		0	
40124			4	40124	0	50000					0	0	0.31				16	1	0.6	0	0		0	
40125			4	40125	0	50000					0	0	0.21				15	1	0.6	0	0		0	
40201			4	40201	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40202			4	40202	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40203			4	40203	0	50000					0	0	0.22				2	1	0.6	0	0		0	
40204			4	40204	0	50000					0	0	0.25				3	1	0.6	0	0		0	
40205			4	40205	0	50000					0	0	0.26				4	1	0.6	0	0		0	
40206			4	40206	0	50000					0	0	0.27				5	1	0.6	0	0		0	
40207			4	40207	0	50000					0	0	0.22				6	1	0.6	0	0		0	
40208			4	40208	0	50000					0	0	0.14				7	1	0.6	0	0		0	
40209			4	40209	0	50000,50026					0	0	0.18				8	1	0.6	0	0		0	
40210			4	40210	0	50000,60012					0	0	0.4				1001	1	0.6	0	0		0	
40211			4	40211	0	50000					0	0	0.4				1002	1	0.6	0	0		0	
40212			4	40212	0	50000					0	0	0.2				9	1	0.6	0	0		0	
40213			4	40213	0	50000					0	0	0.21				10	1	0.6	0	0		0	
40214			4	40214	0	50000					0	0	0.21				1	1	0.6	0	0		0	
40215			4	40215	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40216			4	40216	0	50000,500302					0	0	0.34				11	1	0.6	0	0		0	
40217			4	40217	0	50000					0	0	0.2				12	1	0.6	2	0		0	
40218			4	40218	0	50000					0	0	0.27				13	1	0.6	0	0		0	
40219			4	40219	0	50000					0	0	0.25				14	1	0.6	0	0		0	
40220			4	40220	0	50000					0	0	0.4				1003	1	0.6	0	0		0	
40221			4	40221	0	50000					0	0	0.4				1004	1	0.6	0	0		0	
40222			4	40222	0	50000					0	0	0.4				100502	1	0.6	0	0		0	
40223			4	40223	0	50000,500312					0	0	0.18				8	1	0.6	0	0		0	
40224			4	40224	0	50000					0	0	0.31				16	1	0.6	0	0		0	
40225			4	40225	0	50000					0	0	0.21				15	1	0.6	0	0		0	
40301			4	40301	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40302			4	40302	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40303			4	40303	0	50000					0	0	0.22				2	1	0.6	0	0		0	
40304			4	40304	0	50000					0	0	0.25				3	1	0.6	0	0		0	
40305			4	40305	0	50000					0	0	0.26				4	1	0.6	0	0		0	
40306			4	40306	0	50000					0	0	0.27				5	1	0.6	0	0		0	
40307			4	40307	0	50000					0	0	0.22				6	1	0.6	0	0		0	
40308			4	40308	0	50000					0	0	0.14				7	1	0.6	0	0		0	
40309			4	40309	0	50000,50026					0	0	0.18				8	1	0.6	0	0		0	
40310			4	40310	0	50000,60012					0	0	0.4				1001	1	0.6	0	0		0	
40311			4	40311	0	50000					0	0	0.4				1002	1	0.6	0	0		0	
40312			4	40312	0	50000					0	0	0.2				9	1	0.6	0	0		0	
40313			4	40313	0	50000					0	0	0.21				10	1	0.6	0	0		0	
40314			4	40314	0	50000					0	0	0.21				1	1	0.6	0	0		0	
40315			4	40315	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40316			4	40316	0	50000,500303					0	0	0.34				11	1	0.6	0	0		0	
40317			4	40317	0	50000					0	0	0.2				12	1	0.6	2	0		0	
40318			4	40318	0	50000					0	0	0.27				13	1	0.6	0	0		0	
40319			4	40319	0	50000					0	0	0.25				14	1	0.6	0	0		0	
40320			4	40320	0	50000					0	0	0.4				1003	1	0.6	0	0		0	
40321			4	40321	0	50000					0	0	0.4				1004	1	0.6	0	0		0	
40322			4	40322	0	50000					0	0	0.4				100503	1	0.6	0	0		0	
40323			4	40323	0	50000,500313					0	0	0.18				8	1	0.6	0	0		0	
40324			4	40324	0	50000					0	0	0.31				16	1	0.6	0	0		0	
40325			4	40325	0	50000					0	0	0.21				15	1	0.6	0	0		0	
40401			4	40401	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40402			4	40402	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40403			4	40403	0	50000					0	0	0.22				2	1	0.6	0	0		0	
40404			4	40404	0	50000					0	0	0.25				3	1	0.6	0	0		0	
40405			4	40405	0	50000					0	0	0.26				4	1	0.6	0	0		0	
40406			4	40406	0	50000					0	0	0.27				5	1	0.6	0	0		0	
40407			4	40407	0	50000					0	0	0.22				6	1	0.6	0	0		0	
40408			4	40408	0	50000					0	0	0.14				7	1	0.6	0	0		0	
40409			4	40409	0	50000,50026					0	0	0.18				8	1	0.6	0	0		0	
40410			4	40410	0	50000,60012					0	0	0.4				1001	1	0.6	0	0		0	
40411			4	40411	0	50000					0	0	0.4				1002	1	0.6	0	0		0	
40412			4	40412	0	50000					0	0	0.2				9	1	0.6	0	0		0	
40413			4	40413	0	50000					0	0	0.21				10	1	0.6	0	0		0	
40414			4	40414	0	50000					0	0	0.21				1	1	0.6	0	0		0	
40415			4	40415	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40416			4	40416	0	50000,500304					0	0	0.34				11	1	0.6	0	0		0	
40417			4	40417	0	50000					0	0	0.2				12	1	0.6	2	0		0	
40418			4	40418	0	50000					0	0	0.27				13	1	0.6	0	0		0	
40419			4	40419	0	50000					0	0	0.25				14	1	0.6	0	0		0	
40420			4	40420	0	50000					0	0	0.4				1003	1	0.6	0	0		0	
40421			4	40421	0	50000					0	0	0.4				1004	1	0.6	0	0		0	
40422			4	40422	0	50000					0	0	0.4				100504	1	0.6	0	0		0	
40423			4	40423	0	50000,500314					0	0	0.18				8	1	0.6	0	0		0	
40424			4	40424	0	50000					0	0	0.31				16	1	0.6	0	0		0	
40425			4	40425	0	50000					0	0	0.21				15	1	0.6	0	0		0	
40501			4	40501	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40502			4	40502	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40503			4	40503	0	50000					0	0	0.22				2	1	0.6	0	0		0	
40504			4	40504	0	50000					0	0	0.25				3	1	0.6	0	0		0	
40505			4	40505	0	50000					0	0	0.26				4	1	0.6	0	0		0	
40506			4	40506	0	50000					0	0	0.27				5	1	0.6	0	0		0	
40507			4	40507	0	50000					0	0	0.22				6	1	0.6	0	0		0	
40508			4	40508	0	50000					0	0	0.14				7	1	0.6	0	0		0	
40509			4	40509	0	50000,50026					0	0	0.18				8	1	0.6	0	0		0	
40510			4	40510	0	50000,60012					0	0	0.4				1001	1	0.6	0	0		0	
40511			4	40511	0	50000					0	0	0.4				1002	1	0.6	0	0		0	
40512			4	40512	0	50000					0	0	0.2				9	1	0.6	0	0		0	
40513			4	40513	0	50000					0	0	0.21				10	1	0.6	0	0		0	
40514			4	40514	0	50000					0	0	0.21				1	1	0.6	0	0		0	
40515			4	40515	0	50000					0	0	0.16				1	1	0.6	0	0		0	
40516			4	40516	0	50000,500305					0	0	0.34				11	1	0.6	0	0		0	
40517			4	40517	0	50000					0	0	0.2				12	1	0.6	2	0		0	
40518			4	40518	0	50000					0	0	0.27				13	1	0.6	0	0		0	
40519			4	40519	0	50000					0	0	0.25				14	1	0.6	0	0		0	
40520			4	40520	0	50000					0	0	0.4				1003	1	0.6	0	0		0	
40521			4	40521	0	50000					0	0	0.4				1004	1	0.6	0	0		0	
40522			4	40522	0	50000					0	0	0.4				100505	1	0.6	0	0		0	
40523			4	40523	0	50000,500315					0	0	0.18				8	1	0.6	0	0		0	
40524			4	40524	0	50000					0	0	0.31				16	1	0.6	0	0		0	
40525			4	40525	0	50000					0	0	0.21				15	1	0.6	0	0		0	
48001			4	48001	0	50000					0	0	0.21				10	1	0.6	0	0		0	
48002			4	48002	0	50000					0	0	0.21				10	1	0.6	0	0		0	
48003			4	48003	0	50000					0	0	0.21				10	1	0.6	0	0		0	
