ID	keys	en	fr	zh	ja	ko	zh_TW	ru	pl	es	pt	de	tr	it	th	vn
16	STEAM_SMALL_DESCRIPTION	Brotato is a top-down arena shooter roguelite where you play a potato wielding up to 6 weapons at a time to fight off hordes of aliens. Choose from a variety of traits and items to create unique builds and survive until help arrives.	Brotato est un roguelite où vous incarnez une pomme de terre maniant jusqu'à 6 armes à la fois pour combattre des hordes d'extraterrestres. Choisissez parmi une variété de traits et d'objets pour créer des parties uniques et survivre jusqu'à l'arrivée des secours.	《Brotato》是一款垂直移动的竞技场射击roguelite游戏，你将化身为同时最多能装备6种武器的土豆战士，与成群结队的异形大战一场。从众多特性和道具中选择并搭配独特的构筑，在援军抵达前活下来！	Brotatoは、トップダウン アリーナ シューターのローグライトです。一度に最大6つの武器を駆使してポテトを操作し、エイリアンの大群を撃退していきます。さまざまな特性とアイテムから選択して、自分だけのビルドにし、助けが来るまで生き残りましょう。	Brotato는 감자가 되어 최대 6가지의 무기를 한 번에 휘두르며 외계인 무리를 물리치는 탑다운 아레나 슈팅 로그라이트 게임입니다. 다양한 특성과 아이템을 선택하고 독특한 빌드를 만들어 지원이 도착할 때까지 생존하세요.	《Brotato》是一款垂直移動的競技場射擊roguelite遊戲，你將作為一顆馬鈴薯，同時裝備多達6種武器來跟成群的異形大戰一場。從各種特性和道具中做選擇，來創建出獨特的構築並生存下來，直到救援的到來。	Brotato — аренный шутер с элементами «рогалика», в котором вы играете за вооруженную картофелину, дающую отпор ордам пришельцев. Берите до 6 видов оружия, выбирайте черты и предметы, придумывайте тактику и выживайте до прибытия подмоги.	Brotato to strzelanka typu roguelite na arenie z widokiem z góry, w której grasz ziemniakiem dzierżącym do 6 broni jednocześnie i walczącym z hordami obcych. Do wyboru masz różne cechy oraz przedmioty, które pozwolą ci stworzyć unikatową kombinację i przeżyć, póki nie nadejdzie pomoc.	Brotato es un roguelite de disparos en el que te moverás de arriba abajo del escenario. Encarna a una patata con 6 armas simultáneas para hacer frente a los alienígenas. Elige entre una variedad de características y objetos para crear combinaciones únicas y sobrevivir hasta que acudan los refuerzos.	Brotato é um jogo de tiro de arena estilo roguelite e com visão aérea no qual você controla uma batata portando até 6 armas e enfrenta hordas de alienígenas. Escolha dentre uma variedade de características e itens para criar sua estratégia e sobreviver até a ajuda chegar.	Brotato ist ein Arena-Shooter-Roguelite aus der Vogelperspektive, in dem du eine Kartoffel spielst, die mit bis zu 6 Waffen gleichzeitig gegen Horden von Aliens kämpft. Wähle aus einer Vielzahl von Fähigkeiten und Items, um einzigartige Builds zu erstellen und zu überleben, bis Hilfe eintrifft.	Brotato, en fazla 6 silah kuşanabilen bir patatesi oynayarak uzaylı sürülerine karşı savaştığın, üstten görünümlü bir arena nişancı ve rogue-lite oyunudur. Çeşitli özelliklerden istediğini seçip eşsiz karakterinle yardım gelene kadar hayatta kal.	Brotato è un arena shooter in stile roguelite in cui vesti i panni di una patata. Impugna fino a 6 armi per sconfiggere le orde aliene. Scegli gli attributi e gli oggetti che preferisci per creare combinazioni uniche e sopravvivere fino all'arrivo dei rinforzi.	LACK_POTATO	Brotato là game roguelite bắn súng đấu trường góc nhìn từ trên xuống, trong đó bạn vào vai một củ khoai tây sử dụng tới 6 vũ khí cùng lúc để chống lại đám người ngoài hành tinh. Chọn từ nhiều đặc điểm và vật phẩm khác nhau để tạo ra các bản dựng độc đáo và tồn tại cho đến khi có sự trợ giúp.
17	STEAM_DESCRIPTION	A spaceship from Potato World crashes onto an alien planet. The sole survivor: Brotato, the only potato capable of handling 6 weapons at the same time. Waiting to be rescued by his mates, Brotato must survive in this hostile environment.\n [h2]Features[/h2]\n [list]\n [*]Auto-firing weapons by default with a manual aiming option\n [*]Fast runs (under 30 minutes)\n [*]Dozens of characters available to customize your runs (one-handed, crazy, lucky, mage and many more) \n [*]Hundreds of items and weapons to choose from (flamethrowers, SMGs and rocket launchers or sticks and stones)\n [*]Survive waves lasting 20 to 90 seconds each and kill off as many aliens as you can during that time\n [*]Collect materials to gain experience and get items from the shop between waves of enemies\n [*]Accessibility options: tweak the health, damage and speed of enemies so the difficulty is right for you\n [/list]	Un vaisseau spatial du monde des patates s'écrase sur une planète alien. Le seul survivant : Brotato, la seule patate capable de manier 6 armes en même temps. En attente de se faire sauver par ses camarades, Brotato doit survivre dans cet environnement hostile.\n [h2]Fonctionnalités[/h2]\n [list]\n [*]Les armes tirent automatiquement par défaut avec l'option de viser manuellement\n [*]Parties rapides (moins de 30 minutes)\n [*]Des dizaines de personnages disponibles pour personnaliser vos parties (manchot, fou, chanceux, mage et bien d'autres)\n [*]Des centaines d'objets et d'armes parmi lesquels choisir (lance-flammes, SMG, lance-roquettes ou bâtons et cailloux)\n [*]Survivez à des vagues d'une durée de 20 à 90 secondes chacune et tuez autant d'extraterrestres que possible pendant cette période\n [*]Collectez des matériaux pour acquérir de l'expérience et obtenez des objets de la boutique entre les vagues d'ennemis\n [*]Options d'accessibilité : ajustez la santé, les dégâts et la vitesse des ennemis pour que la difficulté vous convienne\n [/list]	来自土豆世界的宇宙飞船在外星球坠毁，仅剩Brotato大难不死。在所有的土豆中，只有他能同时使用6种武器。在等待援军抵达之前，Brotato得想办法在这四处逢敌的险境中求生。\n [h2]游戏特色[/h2]\n [list]\n [*]武器默认为自动开火，但也可设置为手动瞄准\n [*]快节奏（每轮游戏不超过30分钟）\n [*]众多角色能让你获得与众不同的体验（独臂、狂人、幸运星、法师等）\n [*]上百种道具和武器任君挑选（喷火器、冲锋枪、火箭筒、树枝或石头）\n [*]每次敌袭会持续20～90秒，想办法在这期间内击杀更多敌人[/list]	ポテト ワールドの宇宙船が、エイリアンの惑星に衝突しました。唯一の生存者Brotatoは、一度に6つの武器を扱えるポテト。周りに敵しかいない環境で、仲間に救出されるのを待ちながら、生き残らなければなりません。\n  [h2]内容[/h2] \n  [list]\n  [*]手動照準オプションがあるデフォルトの自動発射武器 \n  [*]高速疾走（30分未満） \n  [*]疾走をカスタマイズできる数十のキャラクター（片手武器、クレイジー、ラッキー、メイジなど） \n  [*]数百のアイテムと武器から選択可能（火炎放射器、SMG、ロケットランチャー、棒と石など） \n  [*]それぞれ20～90秒続く敵の波を乗り越え、その間にできるだけ多くのエイリアンを倒します \n  [*]敵の波の合間で材料を集めて経験を積み、ショップからアイテムを入手します \n  [*]アクセシビリティオプション：敵のヘルス、ダメージ、速度をお好み通りに微調整 \n  [/list]	Potato World에서 온 우주선이 외계 행성에 충돌했습니다. 홀로 살아남은 Brotato는 한 번에 무기 6개를 다룰 수 있는 유일한 감자입니다. 동료에게 구출되기를 기다리며, Brotato는 이 적대적 환경에서 살아남아야만 합니다.\n [h2]기능[/h2]\n [list]\n [*]자동 사격 무기가 기본으로 있고 수동 조준 옵션이 있습니다\n [*]빠른 달리기(30분 미만)\n [*]달리기를 사용자 지정할 수 있는 수많은 캐릭터(외팔이, 광인, 행운아, 마법사, 그 외) \n [*]선택할 수 있는 수백가지 아이템과 무기들 (화염방사기, SMG, 로켓 런처, 막대기와 돌)\n [*]각각 20초에서 90초정도 되는 웨이브에서 살아남고 그 시간 동안 가능한 많은 외계인을 처치하세요\n [*]재료를 모아 경험치를 얻고 적의 웨이브 간에 있는 상점에서 아이템을 얻으세요\n [*]접근성 옵션: 체력, 대미지, 적 속도를 난이도에 맞도록 조정하세요\n [/list]	來自馬鈴薯世界的宇宙飛船墜毀在異形星球上。僅有Brotato一個人大難不死，他是唯一一顆能夠同時扛起6把武器的馬鈴薯。在Brotato等待夥伴們來拯救他之前，得想辦法在這個四處逢敵的鬼地方活下去才行。\n [h2]遊戲特色[/h2]\n [list]\n [*]武器預設為自動開火的同時需要靠手動瞄準\n [*]節奏快速（每場不滿30分鐘）\n [*]有一拖拉庫的角色讓你整出滿意的打法（單手打、瘋狂攻擊、超幸運類型、法師風格等多種類別）\n [*]幾百種道具跟武器供你挑選（火焰發射器、衝鋒槍、火箭筒、法杖或石頭）\n [*]每次的敵襲浪潮會持續20～90秒，想辦法在這段期間內多殺一點敵人並生存下來\n [*]搜集素材獲得經驗值，並在每波敵襲的間隔去商店弄點道具吧\n [*]輔助功能選項：調整敵人的生命值、傷害量和速度，找出最適合你的難易度\n [/list]	Космический корабль с планеты Картошка потерпел крушение в мире пришельцев. Выжил только Картофан Brotato — умелый боец, одновременно использующий до 6 единиц оружия. Крахмальный воин должен выжить во враждебном мире и продержаться до прилета товарищей.\n [h2]Особенности[/h2]\n [list]\n [*] Автоматическая стрельба из оружия с возможностью включить ручное прицеливание.\n [*] Быстрые забеги (до 30 минут).\n [*] Десятки доступных персонажей для персонализации (однорукий, псих, везунчик, маг и многие другие).\n [*] Сотни предметов и видов оружия на выбор (огнеметы, пистолеты-пулеметы и ракетницы, а также палки и камни).\n [*] Переживите волны продолжительностью от 20 до 90 секунд и убейте как можно больше пришельцев за отведенное время.\n [*] Собирайте материалы, чтобы получать опыт, и покупайте предметы в магазине до начала новой волны врагов.\n [*] Настройки: укажите здоровье, урон и скорость врагов, чтобы настроить сложность по своему вкусу.\n [/list]	Pochodzący z Ziemniaczanego Świata statek rozbija się na planecie obcych. Przeżywa jedynie Brotato – kartofel potrafiący posługiwać się 6 broniami jednocześnie. Oczekując na przybycie kumpli, którzy wybawią go z opresji, Brotato musi przeżyć w niesprzyjających okolicznościach.\n [h2]W grze znajdziesz:[/h2]\n [list]\n [*]Bronie domyślnie strzelające automatycznie, z opcją celowania ręcznego\n [*]Szybkie rozgrywki (poniżej 30 minut)\n [*]Dziesiątki bohaterów, dzięki którym dostosujesz rozgrywki (z jedną ręką, zwariowani, farciarze, magowie i mnóstwo innych)\n [*]Setki przedmiotów i broni do wyboru (miotacze ognia, PM-y i wyrzutnie rakiet lub kije oraz kamienie)\n [*]Przetrwaj fale wrogów trwające po 20–90 sekund i zniszcz w tym czasie tylu obcych, ilu tylko zdołasz\n [*]Zbieraj materiały, aby zdobywać doświadczenie i zgarniaj przedmioty ze sklepu w czasie pomiędzy kolejnymi falami nacierających wrogów\n [*]Ułatwienia dostępu: dostosuj zdrowie, zadawane obrażenia i prędkość, z jaką poruszają się wrogowie, aby dopasować poziom trudności do twoich możliwości\n [/list]	Una nave procedente de Tubércula se estrella en un planeta alienígena. Solo Brotato, la única patata capaz de manejar 6 armas al mismo tiempo, sobrevive a dicho accidente. A la espera de que sus compañeros lo auxilien, habrá de resistir en un entorno atroz.\n [h2]Características[/h2]\n [list]\n [*]Autodisparo por defecto, aunque existe la opción de apuntar manualmente.\n [*]Partidas rápidas (de menos de 30 minutos)\n [*]Varios personajes disponibles con los que personalizar tus partidas (con una mano, enloquecido, afortunado, mago y muchos más) \n [*]Cientos de objetos y armas a tu elección (lanzallamas, subfusiles y lanzacohetes o incluso palos y piedras)\n [*]Sobrevive a oleadas que duran de 20 a 90 segundos y elimina a cuantos más alienígenas puedas en dicho tiempo\n [*]Reúne materiales para ganar experiencia y conseguir objetos en la tienda entre oleada y oleada\n *Opciones de accesibilidad: Configura la salud, el daño y la velocidad de los enemigos para dar con la dificultad que mejor te venga\n [/list]	Uma espaçonave de Tubercópolis caiu em um planeta alienígena. O único sobrevivente: Brotato, a única batata capaz de usar 6 armas ao mesmo tempo. Brotato precisa sobreviver neste ambiente hostil enquanto espera o resgate.\n [h2]Características[/h2]\n [list]\n [*]Armas automáticas por padrão, com uma opção de mira manual\n [*]Partidas rápidas (menos de 30 minutos)\n [*]Dezenas de personagens disponíveis para personalizar suas partidas (um braço só, louco, sortudo, mago e muito mais) \n [*]Centenas de itens e armas para escolher (lança-chamas, submetralhadoras, lança-foguetes e paus e pedras)\n [*]Sobreviva a ondas que duram de 20 a 90 segundos cada e elimine quantos alienígenas puder nesse período\n [*]Colete materiais para ganhar experiência e obtenha itens da loja entre as ondas de inimigos\n [*]Opções de acessibilidade: ajuste a vida, o dano e a velocidade dos inimigos para que a dificuldade seja ideal\n [/list]	Ein Raumschiff von der Kartoffelwelt stürzt auf einem Alien-Planeten ab. Der einzige Überlebende: Brotato, die einzige Kartoffel, die mit 6 Waffen gleichzeitig umgehen kann. Während er auf die Rettung durch seine Freunde wartet, muss Brotato in dieser feindseligen Umgebung überleben.\n [h2]Features[/h2]\n [list]\n [*]Standardmäßig automatisch feuernde Waffen mit der Möglichkeit, manuell zu zielen\n [*]Schnelle Durchläufe (unter 30 Minuten)\n [*]Dutzende von Charakteren, mit denen du deine Durchläufe individuell anpassen kannst (Einarmiger, Irrer, Glückspilz, Magier und viele mehr) \n [*]Hunderte von Items und Waffen (Flammenwerfer, MPs und Raketenwerfer oder Stöcke und Steine)\n [*]Überlebe Gegnerwellen, die 20 bis 90 Sekunden andauern, und töte währenddessen möglichst viele Aliens\n [*]Sammle Materialien, um Erfahrung zu erhalten, und hole dir zwischen den Gegnerwellen verschiedene Items im Laden\n [*]Barrierefreiheitsoptionen: Passe die Leben, den Schaden und das Tempo von Gegnern an, damit die Schwierigkeit genau deinen Anforderungen entspricht\n [/list]	Patates Dünyası Pattis'ten biz uzay aracı, yabancı bir gezegene düşer. Kurtulmayı başaran sadece Brotato olur. Aynı anda 6 silah taşıyabilecek tek efsane patates. Dostları onu kurtarmaya gelecek ama Brotato'nun onları beklerken düşmanlarla mücadele etmesi gerekiyor.\n [h2]Özellikler[/h2]\n [list]\n [*]Manuel hedef de alabileceğin otomatik ateş eden silahlar\n [*]Kısa oyunlar (30 dakikadan kısa sürer)\n [*]Her oyunu özelleştirmenizi sağlayacak onlarca karakter (tek elli, çılgın, şanslı, büyücü ve daha fazlası)\n [*]Yüzlerce eşya ve silah seçeneği (alev makinesi, hafif makineli silahlar, roketatar veya taşlı sopalı seçenekler)\n [*]Her biri 20 ila 90 saniye arasında süren dalgalar sırasında hayatta kal ve olabildiğince uzaylı öldür\n [*]Malzeme toplayıp deneyim kazan ve hücumlar arasında dükkândan eşya al\n [*]Erişilebilirlik seçenekleri: düşmanların can puanlarını, verdikleri hasarı ve hızlarını değiştirerek zorluğu kendine göre ayarla\n [/list]	Una nave spaziale proveniente da Patamondo si schianta su un pianeta alieno. C'è un solo superstite: Brotato, l'unica patata in grado di impugnare 6 armi contemporaneamente! Mentre aspetta di essere soccorso, Brotato deve sopravvivere in questo mondo ostile.\n [h2]Caratteristiche[/h2]\n [list]\n [*]Le armi sparano automaticamente per impostazione predefinita, ma è possibile passare alla mira manuale.\n [*]Partite rapide (meno di 30 minuti).\n [*]Decine di personaggi con cui personalizzare le partite (Tuttofare, Svitato, Fortunello, Mago e molti altri).\n [*]Centinaia di armi e oggetti tra cui scegliere (da lanciafiamme e mitragliatrici a sassi e fionde).\n [*]Sopravvivi a ondate di 20-90 secondi e uccidi tutti gli alieni che puoi.\n [*]Raccogli materiali per salire di livello e acquistare oggetti tra un'ondata e l'altra.\n [*]Opzioni di accessibilità: modifica salute, danni e velocità dei nemici per cambiare la difficoltà del gioco.\n [/list]	มียานอวกาศจากโลกแห่งโปเตโต้ตกลงมาในดาวเคราะห์ที่เต็มไปด้วยเอเลี่ยน และมีผู้รอดชีวิตคนเดียว: Brotato โปเตโต้เดียวที่สามารถใช้อาวุธได้ถึง 6 ชิ้นพร้อมกัน รอคอยการช่วยเหลือจากเพื่อนๆ ของเขา Brotato ต้องรอดชีวิตในสภาพแวดล้อมที่ฉุนเฉียวนี้\n\n[h2]คุณสมบัติ[/h2]\n[list]\n[*]อาวุธยิงอัตโนมัติโดยค่าเริ่มต้นพร้อมตัวเลือกการเล็งที่สามารถทำได้ด้วยตนเอง\n[*]การเล่นรวดเร็ว (ไม่เกิน 30 นาที)\n[*]มีตัวละครหลากหลายให้เลือกปรับแต่งการเล่น (มือเดียว, คนบ้า, โชคดี, จอมเวทย์ และอื่น ๆ)\n[*]มีไอเท็มและอาวุธหลากหลายให้เลือก (ปืนพ่นไฟ, ปืนกลเล็ก และจรวด หรือแม้แต่ไม้และหิน)\n[*]รอดชีวิตในเวฟศัตรูที่ใช้เวลา 20-90 วินาทีแต่ละครั้งและสังหารเอเลี่ยนให้มากที่สุดในระยะเวลานั้น\n[*]สะสมแร่เพื่อได้รับประสบการณ์และได้รับไอเทมจากร้านค้าระหว่างเวฟของศัตรู\n[/list]	Một con tàu vũ trụ từ Thế giới khoai tây đâm vào một hành tinh xa lạ. Người sống sót duy nhất: Brotato, củ khoai tây duy nhất có khả năng xử lý 6 vũ khí cùng lúc. Chờ được đồng đội giải cứu, Brotato phải sống sót trong môi trường khắc nghiệt này.\n[h2]tính năng[/h2]\n[list]\n[*]Vũ khí được bắn tự động theo mặc định, nhưng cũng có thể được đặt để nhắm thủ công\n[*]Nhịp độ nhanh (ít hơn 30 phút)\n[*]Hàng chục nhân vật có sẵn để tùy chỉnh các bước chạy của bạn (một tay, điên, may mắn, pháp sư và nhiều hơn nữa)\n[*]Hàng trăm vật phẩm và vũ khí để lựa chọn (súng phun lửa, súng tiểu liên và bệ phóng tên lửa hoặc gậy và đá)\n[*]Sống sót trong các đợt kẻ thù kéo dài từ 20 đến 90 giây mỗi đợt và tiêu diệt càng nhiều người ngoài hành tinh càng tốt trong thời gian đó\n[*]Thu thập tài liệu để tích lũy kinh nghiệm và nhận vật phẩm từ cửa hàng giữa làn sóng kẻ thù\n[/list]
18	MENU_QUIT	Quit	Quitter	退出	終了する	종료	離開	Выход	Wyjdź	Cerrar	Sair	Beenden	Çık	Esci	ออกจากเกม	từ bỏ
19	MENU_GRAPHICS	Graphics	Graphismes	图像	グラフィック	그래픽	畫面	Графика	Grafika	Gráficos	Gráficos	Grafik	Grafikler	Grafica	กราฟฟิก	đồ họa
20	MENU_GAMEPLAY	Gameplay	Jouabilité	游戏操作	ゲームプレイ	게임플레이	遊戲操作	Игровой процесс	Rozgrywka	Jugabilidad	Jogabilidade	Gameplay	Oynanış	Gioco	เกมเพลย์	vận hành trò chơi
21	MENU_ACCESSIBILITY	Accessibility	Accessibilité	辅助功能	アクセシビリティ	접근성	輔助功能	Доступность	Ułatwienia dostępu	Accesibilidad	Acessibilidade	Barrierefreiheit	Erişilebilirlik	Accessibilità	การเข้าถึง	khả năng tiếp cận
22	MENU_RETURN_MAIN	Return to Main Menu	Retourner au menu principal	返回主菜单	メインメニューに戻る	메인 메뉴로 돌아가기	返回主選單	Главное меню	Powrót do menu głównego	Volver al menú principal	Voltar ao Menu Principal	Zurück zum Hauptmenü	Ana Menüye Dön	Torna al menu principale	กลับสู่เมนูหลัก	Quay lại thực đơn chính
23	MENU_RETURN_MAIN_QUESTION	Return to Main Menu?	Retourner au menu principal ?	是否返回主菜单？	メインメニューに戻りますか？	메인 메뉴로 돌아가시겠습니까?	要返回主選單嗎？	Вернуться в главное меню?	Wrócić do menu głównego?	¿Volver al menú principal?	Voltar ao Menu Principal?	Zum Hauptmenü zurückkehren?	Ana Menüye Dön?	Vuoi tornare al menu principale?	กลับสู่เมนูหลัก?	Bạn có muốn trở lại menu chính?
24	MENU_LANGUAGE	Language	Langue	语言	言語	언어	語言	Язык	Język	Idioma	Idioma	Sprache	Dil	Lingua	ภาษา	Ngôn ngữ
25	MENU_BACK	Back	Retour	返回	戻る	뒤로	返回	Назад	Wstecz	Atrás	Voltar	Zurück	Geri	Indietro	กลับ	trở lại
26	MENU_NO	No	Non	否	いいえ	아니요	不	Нет	Nie	No	Não	Nein	Hayır	No	ไม่	KHÔNG
27	MENU_YES	Yes	Oui	是	はい	예	好	Да	Tak	Sí	Sim	Ja	Evet	Sì	ใช่	Đúng
28	MENU_OPTIONS	Options	Options	设置	オプション	옵션	選項	Настройки	Ustawienia	Opciones	Opções	Optionen	Ayarlar	Opzioni	ตั้งค่า	Tùy chọn
29	MENU_START	Start	Nouvelle partie	开始	開始	시작	開始	Начать	Start	Iniciar	Iniciar	Start	Başla	Nuova partita	เริ่มเล่น	bắt đầu
30	MENU_COMMUNITY	Community	Communauté	社区	コミュニティ	커뮤니티	社群平台	Сообщество	Społeczność	Comunidad	Comunidade	Community	Topluluk	Community	ชุมชน	Cộng đồng
31	MENU_AUDIO	Audio	Audio	音频	音声	오디오	音訊	Звук	Dźwięk	Audio	Áudio	Audio	Ses	Audio	เสียง	âm thanh
32	MENU_RESUME	Next	Suivant	继续	次へ	다음	繼續	Далее	Dalej	Siguiente	Próximo	Weiter	Sonraki	Avanti	ถัดไป	Kế tiếp
33	MENU_GO	Go	Go	出发	前進	이동	出發	Вперед	Idź	Ir	Ir	Los	Git	Vai	ไป	ĐI
34	MENU_BUY	Buy	Acheter	购买	購入	구매	購買	Купить	Kup	Comprar	Comprar	Kaufen	Satın Al	Compra	ซื้อ	Mua
35	MENU_SHOP	Shop	Boutique	商店	ショップ	상점	商店	Магазин	Sklep	Tienda	Loja	Laden	Dükkân	Negozio	ร้านค้า	Cửa hàng
36	MENU_CREDITS	Credits	Crédits	制作人名单	クレジット	크레딧	工作人員名單	Титры	Twórcy	Créditos	Créditos	Credits	Emeği Geçenler	Riconoscimenti	ผู้ร่วมทำเกม	Tín dụng
37	MENU_NEWSLETTER	Newsletter	Newsletter	新消息	ニュースレター	뉴스레터	新消息	Рассылка	Wiadomości	Noticias	Boletim	Newsletter	Haberler	Notizie	ข่าวสารทางเกม	những tin mới
38	MENU_MORE_GAMES	More Games	Autres jeux	更多作品	その他のゲーム	다른 게임들	更多作品	Другие игры	Więcej gier	Más juegos	Mais jogos	Weitere Spiele	Daha Fazla Oyun	Altri giochi	เกมเพิ่มเติม	Thêm tro chơi
39	MENU_PROGRESS	Progress	Succès	进度	進行状況	진행 상황	目前進度	Прогресс	Postępy	Progreso	Progresso	Fortschritt	İlerleme	Progressi	ความคืบหน้า	Tiến bộ
40	MENU_TAKE	Take	Prendre	拿取	取る	사용	取得	Взять	Weź	Recoger	Pegar	Nehmen	Al	Prendi	เก็บ	Nhận
41	MENU_DISCARD	Discard	Jeter	丢弃	破棄	폐기	捨棄	Выбросить	Odrzuć	Desechar	Descartar	Verwerfen	At	Scarta	ทิ้ง	Bỏ
42	MENU_CHOOSE	Choose	Choisir	选择	選択	선택	選擇	Выбрать	Wybierz	Elegir	Escolher	Wählen	Seç	Scegli	เลือก	Chọn
43	MENU_RECYCLE	Recycle	Recycler	回收	リサイクル	재활용	回收	Разобрать	Przetwórz	Reciclar	Reciclar	Verwerten	Geri Dönüştür	Ricicla	รีไซเคิล	Tái chế
44	MENU_COMBINE	Combine	Combiner	合成	結合	결합	合成	Объединить	Połącz	Combinar	Combinar	Kombinieren	Birleştir	Combina	รวมกัน	Liên kết
45	MENU_MUSIC	Music	Musique	音乐	音楽	음악	音樂	Музыка	Muzyka	Música	Música	Musik	Müzik	Musica	ดนตรี	Âm nhạc
46	MENU_SOUND	Sound	Son	声音	効果音	음향	聲音	Звук	Dźwięk	Sonido	Som	Sound	Ses	Suoni	เสียง	Âm thanh
47	MENU_MASTER	Master	Master	主音效	マスター	마스터	主音效	Общий	Ogólna głośność	General	Principal	Gesamt	Genel	Principale	เสียงโดยรวม	Sư phụ
48	MENU_CANCEL	Cancel	Annuler	取消	キャンセル	취소	取消	Отмена	Anuluj	Cancelar	Cancelar	Abbrechen	İptal Et	Annulla	ยกเลิก	Hủy bỏ
49	MENU_VIDEO	Video	Vidéo	视频	動画	비디오	影像	Видео	Obraz	Vídeo	Vídeo	Video	Görüntü	Video	วิดีโอ	Việt
50	MENU_RESTART	Restart	Recommencer	重新开始	最初から	재시작	重新開始	Заново	Restart	Reiniciar	Reiniciar	Neustart	Tekrar Başlat	Ricomincia	เริ่มใหม่	Khởi động lại
51	MENU_RETRY	Retry	Réessayer	重试	再挑戦	재시도	重來	Повторить	Spróbuj ponownie	Reintentar	Tentar novamente	Neuer Versuch	Tekrar Dene	Riprova	ลองใหม่	Thử lại
52	MENU_NEW_RUN	New Run	Nouvelle Partie	新游戏	新しく始める	새로운 달리기	新的一場	Новый забег	Nowa gra	Nueva partida	Nova partida	Neuer Durchlauf	Yeni Oyun	Nuova partita	เริ่มเกมใหม่	Chạy mới
53	MENU_RESTART_QUESTION	Restart the run?	Recommencer la partie ?	是否重新开始本轮游戏？	新しくやり直しますか？	달리기를 다시 시작하시겠습니까?	要重新開始這場嗎？	Начать забег заново?	Chcesz zacząć od początku?	¿Reiniciar la partida?	Reiniciar a partida?	Den Durchlauf neu starten?	Oyunu tekrar başlat?	Vuoi ricominciare la partita?	เริ่มเกมใหม่ในรอบนี้หรือไม่?	Chạy lại à?
54	MENU_LOCK	Lock	Verrouiller	锁定	ロック	잠금	上鎖	Закрепить	Zablokuj	Bloquear	Travar	Sperren	Kilitle	Blocca	ล็อค	Khóa
55	MUTATION	Mutation	Mutation	异变	変異	돌연변이	異變	Мутация	Mutacja	Mutación	Mutação	Mutation	Mutasyon	Mutazione	การกลายพันธุ์	đột biến
56	WAVE	Wave {0}	Vague {0}	第{0}波	波 {0}	웨이브 {0}	第{0}波	Волна {0}	Fala {0}	Oleada {0}	Onda {0}	Welle {0}	{0}. Hücum	Ondata {0}	เวฟที่ {0}	Biến động
