ID	spawnChance	spawnTiming	repeating	repeatInterval	reduceRepeatInterval	minRepeatInterval	area	spawnDist	spawnEdge	monsterId	monsterMin	monsterMax	monsterChance	isNeutral	type	isHorde	minDifficulty	minWave	maxWave	endless
705	1	3	999	10	0	1	-1	0	0	40523	1	2	1	0	0	0	5	0	99	0
801	1	1	999	8	1	6	-1	0	0	40506	3	3	1	0	0	0	0	0	99	0
802	1	2	999	3	1	2	-1	0	0	40503	1	2	1	0	0	0	0	0	99	0
803	1	5	999	6	1	1	300	0	0	40501	3	3	1	0	0	0	0	0	99	0
804	1	30	-1	3	0	1	-1	0	0	40518	1	1	1	0	0	0	1	0	99	0
805	1	15	999	8	0	1	-1	0	0	40518	1	1	1	0	0	0	3	0	99	0
901	1	1	999	2	1	1	400	0	0	40502	6	7	1	0	0	0	0	0	99	0
902	1	10	999	3	0	1	-1	0	0	40504	2	3	1	0	0	0	0	0	99	0
903	1	22	999	8	0	1	-1	0	1	40506	2	3	1	0	0	0	0	0	99	0
904	1	3	999	5	0	1	200	0	0	40515	2	3	1	0	0	0	1	0	99	0
905	1	3	999	5	0	1	200	0	0	40515	3	4	1	0	0	0	4	0	99	0
1001	1	1	999	2	0	2	-1	0	1	40501	8	9	1	0	0	0	0	0	99	0
1002	1	5	999	8	1	5	-1	0	0	40506	2	3	1	0	0	0	0	0	99	0
1003	1	20	999	5	1	2	200	0	0	40504	2	2	1	0	0	0	0	0	99	0
1004	1	30	999	3	1	2	-1	0	0	40502	4	5	1	0	0	0	0	0	99	0
1005	1	20	999	12	0	1	-1	0	1	40514	3	4	1	0	0	0	1	0	99	0
1006	1	30	999	3	1	2	-1	0	0	40502	2	2	1	0	0	0	2	0	99	0
1101	1	1	999	5	0	1	-1	0	0	40505	2	3	1	0	0	0	0	0	99	0
1102	1	3	999	6	1	1	400	0	0	40501	3	4	1	0	0	0	0	0	99	0
1103	1	5	999	3	0	1	-1	0	0	40504	3	3	1	0	0	0	0	0	99	0
1104	1	25	999	3	0	1	-1	0	1	40503	2	3	1	0	0	0	0	0	99	0
1105	1	12	999	10	0	1	-1	0	0	40508	3	4	1	0	0	0	1	0	99	0
1106	1	3	999	10	0	1	-1	0	0	40505	1	1	1	0	0	0	5	0	99	0
1201	1	1	10	2	0	1	-1	0	1	40502	10	10	1	0	0	0	0	0	99	0
1202	1	5	999	5	0	1	-1	250	0	40505	1	1	1	0	0	0	0	0	99	0
1203	1	15	999	5	0	1	-1	0	0	40506	2	2	1	0	0	0	0	0	99	0
1204	1	25	999	3	1	1	300	0	0	40504	2	3	1	0	0	0	0	0	99	0
1205	1	25	999	3	1	1	-1	0	1	40501	3	4	1	0	0	0	0	0	99	0
1206	1	3	999	10	0	1	-1	0	0	40512	1	1	1	0	0	0	1	0	99	0
1207	1	15	999	8	0	1	-1	0	0	40501	2	3	1	0	0	0	2	0	99	0
1208	1	15	999	8	0	1	-1	0	0	40506	1	1	1	0	0	0	2	0	99	0
1301	1	1	999	4	1	2	-1	0	0	40514	8	8	1	0	0	0	0	0	99	0
1302	1	4	999	8	1	4	-1	0	0	40503	2	3	1	0	0	0	0	0	99	0
1303	1	8	999	5	0	1	-1	0	1	40501	4	5	1	0	0	0	0	0	99	0
1304	1	30	999	5	1	4	-1	0	1	40506	1	2	1	0	0	0	0	0	99	0
1305	1	30	999	5	1	4	-1	0	1	40518	1	1	1	0	0	0	0	0	99	0
1306	1	8	999	5	0	1	300	0	0	40508	3	4	1	0	0	0	1	0	99	0
1307	1	8	999	8	0	1	-1	0	0	40525	2	2	1	0	0	0	3	0	99	0
1401	1	1	999	8	1	4	-1	0	0	40516	2	2	1	0	0	0	0	0	99	0
1402	1	2	999	5	1	3	-1	0	0	40514	6	6	1	0	0	0	0	0	99	0
1403	1	15	999	5	1	2	-1	0	1	40501	6	6	1	0	0	0	0	0	99	0
1404	1	30	999	10	1	4	-1	0	0	40506	2	2	1	0	0	0	0	0	99	0
1405	1	22	999	6	0	1	200	0	0	40517	1	2	1	0	0	0	0	0	99	0
1406	1	5	999	8	0	1	-1	0	0	40512	1	1	1	0	0	0	1	0	99	0
1407	1	8	999	8	0	1	-1	0	0	40516	1	2	1	0	0	0	4	0	99	0
1501	1	1	999	5	1	3	500	0	0	40501	8	8	1	0	0	0	0	0	99	0
1502	1	1	999	5	1	3	500	0	0	40516	1	2	1	0	0	0	0	0	99	0
1503	1	2	999	3	0	1	-1	0	0	40514	6	6	1	0	0	0	0	0	99	0
1504	1	8	999	3	0	1	300	0	0	40503	2	2	1	0	0	0	0	0	99	0
1505	1	12	999	5	1	2	-1	0	1	40501	3	3	1	0	0	0	0	0	99	0
1506	1	20	999	5	1	2	-1	0	0	40515	1	2	1	0	0	0	0	0	99	0
1507	1	35	999	6	1	5	-1	0	0	40517	1	1	1	0	0	0	0	0	99	0
1508	1	10	999	15	0	1	-1	0	0	40525	1	2	1	0	0	0	1	0	99	0
1509	1	5	999	12	0	1	-1	300	0	40523	1	1	1	0	0	0	4	0	99	0
1601	1	1	999	4	0	1	500	0	0	40507	2	2	1	0	0	0	0	0	99	0
1602	1	1	999	4	0	1	500	0	0	40514	10	10	1	0	0	0	0	0	99	0
1603	1	5	999	5	1	4	-1	0	1	40501	5	5	1	0	0	0	0	0	99	0
1604	1	20	999	3	1	1	450	0	0	40515	3	3	1	0	0	0	0	0	99	0
1605	1	32	999	3	0	1	450	0	0	40518	1	1	1	0	0	0	0	0	99	0
1606	1	32	999	3	0	1	450	0	0	40506	1	1	1	0	0	0	0	0	99	0
1607	1	20	999	5	0	1	-1	0	0	40512	1	1	1	0	0	0	1	0	99	0
1608	1	3	999	6	0	1	-1	0	1	40514	3	4	1	0	0	0	2	0	99	0
1701	1	1	999	3	0	1	-1	0	0	40505	3	4	1	0	0	0	0	0	99	0
1702	1	4	999	10	0	1	300	0	0	40507	1	1	1	0	0	0	0	0	99	0
1703	1	4	999	10	0	1	300	0	0	40505	1	1	1	0	0	0	0	0	99	0
1704	1	7	999	8	0	1	-1	0	1	40516	1	2	1	0	0	0	0	0	99	0
1705	1	15	999	5	1	3	-1	0	0	40514	3	4	1	0	0	0	0	0	99	0
1706	1	30	999	5	1	1	300	0	0	40515	4	5	1	0	0	0	0	0	99	0
1707	1	40	999	5	1	3	-1	0	1	40501	4	4	1	0	0	0	0	0	99	0
1708	1	15	999	5	0	1	-1	0	0	40525	1	1	1	0	0	0	1	0	99	0
1801	1	1	10	3	1	2	-1	0	0	40519	6	6	1	0	0	0	0	0	99	0
1802	1	1	10	3	1	2	-1	0	0	40507	1	1	1	0	0	0	0	0	99	0
1803	1	4	999	10	1	3	-1	0	1	40514	2	3	1	0	0	0	0	0	99	0
1804	1	10	999	5	0	1	-1	0	0	40514	2	3	1	0	0	0	0	0	99	0
1805	1	20	999	3	0	1	-1	0	0	40503	2	2	1	0	0	0	0	0	99	0
1806	1	24	999	3	1	3	-1	0	1	40516	2	2	1	0	0	0	0	0	99	0
1807	1	30	999	3	1	1	-1	0	0	40514	2	3	1	0	0	0	0	0	99	0
1808	1	1	35	3	0	1	-1	0	1	40519	5	5	1	0	0	0	0	0	99	0
1809	1	1	5	3	0	1	-1	0	0	40512	1	2	1	0	0	0	1	0	99	0
1810	1	40	99	5	0	1	-1	0	0	40523	2	3	1	0	0	0	4	0	99	0
1901	1	1	999	1	0	1	-1	0	1	40501	6	6	1	0	0	0	0	0	99	0
1902	1	4	999	1	0	1	-1	0	0	40514	3	3	1	0	0	0	0	0	99	0
1903	1	10	999	3	0	1	-1	0	0	40507	1	1	1	0	0	0	0	0	99	0
1904	1	15	999	5	1	4	-1	0	0	40518	2	2	1	0	0	0	0	0	99	0
1905	1	25	999	5	0	1	200	0	0	40505	1	1	1	0	0	0	0	0	99	0
1906	1	32	999	5	1	1	-1	0	1	40514	2	2	1	0	0	0	0	0	99	0
1907	1	30	999	5	0	1	-1	0	0	40519	3	3	1	0	0	0	0	0	99	0
1908	1	5	999	8	0	1	-1	100	1	40512	1	1	1	0	0	0	1	0	99	0
1909	1	5	999	8	0	1	-1	100	1	40525	2	3	1	0	0	0	1	0	99	0
1910	1	8	999	8	0	1	-1	100	1	40515	4	5	1	0	0	0	1	0	99	0
2001	1	1	0	0	0	0	-1	0	1	40510	1	1	1	0	2	0	0	0	99	0
2002	1	1	0	0	0	0	-1	0	1	40511	1	1	1	0	2	0	0	0	99	0
2003	1	1	5	3	0	1	-1	0	1	40501	5	5	1	0	0	0	0	0	99	0
2004	1	10	5	3	0	1	-1	0	1	40514	5	5	1	0	0	0	0	0	99	0
2005	1	15	5	3	0	1	-1	0	1	40514	5	5	1	0	0	0	0	0	99	0
2006	1	20	5	1	0	3	-1	0	1	40515	5	5	1	0	0	0	0	0	99	0
2007	1	20	5	1	0	1	-1	0	0	40518	1	1	1	0	0	0	0	0	99	0
2008	1	30	999	6	1	3	-1	0	1	40516	1	1	1	0	0	0	0	0	99	0
2009	1	30	999	6	1	3	-1	0	1	40507	1	1	1	0	0	0	0	0	99	0
2010	1	30	999	6	1	3	-1	0	1	40514	1	1	1	0	0	0	0	0	99	0
2011	1	30	999	6	1	3	-1	0	1	40518	3	3	1	0	0	0	0	0	99	0
3001	1	1	-1	3	0	1	-1	0	1	40520	1	1	1	0	1	0	0	0	99	0
3002	1	1	-1	3	0	1	-1	0	1	40521	1	1	1	0	1	0	0	0	99	0
3003	1	1	-1	3	0	1	-1	0	1	40522	1	1	1	0	1	0	0	0	99	0
4001	1	1	999	5	1	2	-1	0	1	40501	4	4	1	0	0	1	0	0	99	0
4002	1	1	999	5	1	2	-1	0	1	40502	4	4	1	0	0	1	0	0	99	0
4003	1	8	999	4	1	2	200	0	0	40501	4	4	1	0	0	1	0	0	99	0
4004	1	15	999	3	1	1	200	0	0	40502	4	4	1	0	0	1	0	0	99	0
4005	1	25	999	2	1	1	400	0	0	40514	8	9	1	0	0	1	0	14	99	0
4006	1	30	999	2	1	1	400	0	0	40515	6	7	1	0	0	1	0	15	99	0
4007	1	30	999	2	1	1	400	0	0	40501	4	4	1	0	0	1	0	15	99	0
4008	1	30	999	2	1	1	400	0	0	40502	4	4	1	0	0	1	0	15	99	0
1	1	10	999	10	0	1	-1	0	0	40026	1	2	0.33	1	0	0	0	0	99	0
2	1	25	3	15	0	1	-1	0	0	40513	1	1	0.1	0	0	0	0	0	99	0
10001	1	1	999	5	0	1	-1	0	0	0	1	1	1	0	0	0	0	0	9999	1
10002	1	2	-1	3	0	1	-1	200	0	40028	7	8	1	0	0	0	0	0	99	0
4800101	1	10	0	0	0	0	-1	0	1	48001	1	1	0.03	0	0	0	0	0	99	0
4800102	1	10	0	0	0	0	-1	0	1	48001	1	1	0.06	0	0	0	0	0	99	0
4800103	1	10	0	0	0	0	-1	0	1	48001	1	1	0.09	0	0	0	0	0	99	0
4800104	1	10	0	0	0	0	-1	0	1	48001	1	1	0.12	0	0	0	0	0	99	0
4800105	1	10	0	0	0	0	-1	0	1	48001	1	1	0.15	0	0	0	0	0	99	0
4800106	1	10	0	0	0	0	-1	0	1	48001	1	1	0.18	0	0	0	0	0	99	0
4800107	1	10	0	0	0	0	-1	0	1	48001	1	1	0.21	0	0	0	0	0	99	0
4800108	1	10	0	0	0	0	-1	0	1	48001	1	1	0.24	0	0	0	0	0	99	0
4800109	1	10	0	0	0	0	-1	0	1	48001	1	1	0.27	0	0	0	0	0	99	0
4800110	1	10	0	0	0	0	-1	0	1	48001	1	1	0.3	0	0	0	0	0	99	0
4800111	1	10	0	0	0	0	-1	0	1	48001	1	1	0.33	0	0	0	0	0	99	0
4800112	1	10	0	0	0	0	-1	0	1	48001	1	1	0.36	0	0	0	0	0	99	0
4800113	1	10	0	0	0	0	-1	0	1	48001	1	1	0.39	0	0	0	0	0	99	0
4800114	1	10	0	0	0	0	-1	0	1	48001	1	1	0.42	0	0	0	0	0	99	0
4800115	1	10	0	0	0	0	-1	0	1	48001	1	1	0.45	0	0	0	0	0	99	0
4800116	1	10	0	0	0	0	-1	0	1	48001	1	1	0.48	0	0	0	0	0	99	0
4800117	1	10	0	0	0	0	-1	0	1	48001	1	1	0.51	0	0	0	0	0	99	0
4800118	1	10	0	0	0	0	-1	0	1	48001	1	1	0.54	0	0	0	0	0	99	0
4800119	1	10	0	0	0	0	-1	0	1	48001	1	1	0.57	0	0	0	0	0	99	0
4800120	1	10	0	0	0	0	-1	0	1	48001	1	1	0.6	0	0	0	0	0	99	0
4800201	1	10	0	0	0	0	-1	0	1	48002	1	1	0.03	0	0	0	0	0	99	0
4800202	1	10	0	0	0	0	-1	0	1	48002	1	1	0.06	0	0	0	0	0	99	0
4800203	1	10	0	0	0	0	-1	0	1	48002	1	1	0.09	0	0	0	0	0	99	0
4800204	1	10	0	0	0	0	-1	0	1	48002	1	1	0.12	0	0	0	0	0	99	0
4800205	1	10	0	0	0	0	-1	0	1	48002	1	1	0.15	0	0	0	0	0	99	0
4800206	1	10	0	0	0	0	-1	0	1	48002	1	1	0.18	0	0	0	0	0	99	0
4800207	1	10	0	0	0	0	-1	0	1	48002	1	1	0.21	0	0	0	0	0	99	0
4800208	1	10	0	0	0	0	-1	0	1	48002	1	1	0.24	0	0	0	0	0	99	0
4800209	1	10	0	0	0	0	-1	0	1	48002	1	1	0.27	0	0	0	0	0	99	0
4800210	1	10	0	0	0	0	-1	0	1	48002	1	1	0.3	0	0	0	0	0	99	0
4800211	1	10	0	0	0	0	-1	0	1	48002	1	1	0.33	0	0	0	0	0	99	0
4800212	1	10	0	0	0	0	-1	0	1	48002	1	1	0.36	0	0	0	0	0	99	0
4800213	1	10	0	0	0	0	-1	0	1	48002	1	1	0.39	0	0	0	0	0	99	0
4800214	1	10	0	0	0	0	-1	0	1	48002	1	1	0.42	0	0	0	0	0	99	0
4800215	1	10	0	0	0	0	-1	0	1	48002	1	1	0.45	0	0	0	0	0	99	0
4800216	1	10	0	0	0	0	-1	0	1	48002	1	1	0.48	0	0	0	0	0	99	0
4800217	1	10	0	0	0	0	-1	0	1	48002	1	1	0.51	0	0	0	0	0	99	0
4800218	1	10	0	0	0	0	-1	0	1	48002	1	1	0.54	0	0	0	0	0	99	0
4800219	1	10	0	0	0	0	-1	0	1	48002	1	1	0.57	0	0	0	0	0	99	0
4800220	1	10	0	0	0	0	-1	0	1	48002	1	1	0.6	0	0	0	0	0	99	0
4800301	1	10	0	0	0	0	-1	0	1	48003	1	1	0.03	0	0	0	0	0	99	0
4800302	1	10	0	0	0	0	-1	0	1	48003	1	1	0.06	0	0	0	0	0	99	0
4800303	1	10	0	0	0	0	-1	0	1	48003	1	1	0.09	0	0	0	0	0	99	0
4800304	1	10	0	0	0	0	-1	0	1	48003	1	1	0.12	0	0	0	0	0	99	0
4800305	1	10	0	0	0	0	-1	0	1	48003	1	1	0.15	0	0	0	0	0	99	0
4800306	1	10	0	0	0	0	-1	0	1	48003	1	1	0.18	0	0	0	0	0	99	0
4800307	1	10	0	0	0	0	-1	0	1	48003	1	1	0.21	0	0	0	0	0	99	0
4800308	1	10	0	0	0	0	-1	0	1	48003	1	1	0.24	0	0	0	0	0	99	0
4800309	1	10	0	0	0	0	-1	0	1	48003	1	1	0.27	0	0	0	0	0	99	0
4800310	1	10	0	0	0	0	-1	0	1	48003	1	1	0.3	0	0	0	0	0	99	0
4800311	1	10	0	0	0	0	-1	0	1	48003	1	1	0.33	0	0	0	0	0	99	0
4800312	1	10	0	0	0	0	-1	0	1	48003	1	1	0.36	0	0	0	0	0	99	0
4800313	1	10	0	0	0	0	-1	0	1	48003	1	1	0.39	0	0	0	0	0	99	0
4800314	1	10	0	0	0	0	-1	0	1	48003	1	1	0.42	0	0	0	0	0	99	0
4800315	1	10	0	0	0	0	-1	0	1	48003	1	1	0.45	0	0	0	0	0	99	0
4800316	1	10	0	0	0	0	-1	0	1	48003	1	1	0.48	0	0	0	0	0	99	0
4800317	1	10	0	0	0	0	-1	0	1	48003	1	1	0.51	0	0	0	0	0	99	0
4800318	1	10	0	0	0	0	-1	0	1	48003	1	1	0.54	0	0	0	0	0	99	0
4800319	1	10	0	0	0	0	-1	0	1	48003	1	1	0.57	0	0	0	0	0	99	0
4800320	1	10	0	0	0	0	-1	0	1	48003	1	1	0.6	0	0	0	0	0	99	0
